x0,x1,x2,x3,x4,y
7.915649986872601,0.09698574499304558,5.033665687772867,1.0749410667676274,1.8233449634797472,1
9.595869231012959,4.778446784267527,5.141495681607245,3.9631273832641645,1.4901078929068468,1
9.044199963183926,8.788387069714197,7.9598052909114365,7.714405486301244,3.122589773872889,0
8.283424636791132,4.566716159233561,6.751780277858654,4.114270622093895,4.61419868242521,1
7.274973023362628,5.207646792856412,2.6554136004381155,2.151387054797358,8.139793357358101,1
3.5878614057265668,7.673380078692076,3.8739092280469887,6.775413023110964,9.868466809611613,1
9.567256458673153,1.7929699739164418,5.9034500226278475,4.946450920077623,1.1469288830215796,1
3.3179254734671715,7.980502702963711,2.2098205520941336,8.15763412122174,3.851833533493445,0
9.411748158193591,6.297097975363623,4.9574622252789515,0.3762992410256627,0.7036572298987998,1
1.6370706223140241,0.2245230356022876,4.128423975637315,9.5029066380643,5.2331267264608625,0
