user_id,web_visits
f52ea9d4-a0de-410f-80dd-da22328f1019,40
6581d7c7-7b0e-4bc0-8a80-1e6c618ec215,53
b2c0a919-3401-4ae4-b368-f5ede4fa85d0,48
926150c1-574a-4d13-b130-66a8e77581dc,3
25e61d3c-bee5-4fcf-b59b-03a1f9357841,98
dccb4666-ec8a-4d2e-a13d-e28610645ad3,13
d37f1fba-c17e-4ab6-87f9-ea0120e7e83d,60
ce817d29-11c5-4faf-bd0b-25e1702124e4,60
18efe664-af36-466b-9a8d-076835dbb53d,82
a691779b-4827-4548-a0ac-3ca70f0fe694,89
5a50ac9b-df15-4c5f-b66e-57e3ca12f0c4,63
ce8a6bbe-ae65-4505-b9cf-bff0260fe424,31
9f65eafa-e4b8-4b78-9fe1-1856d6ee9796,88
aeaceb00-f302-4abc-a460-2d6684c8e1a0,51
2a8bd5b8-854d-4686-825d-40296a488927,48
064e35fc-1507-411c-84b9-c6304a33c494,21
99e614ae-7425-4b5a-a87c-1cdee8a6cd34,48
b907278e-2d61-456d-886c-a5daa14b4623,10
38e96083-954b-4b16-a396-834292ffd969,80
e10fc2e1-81ca-4677-8742-401eaf520c78,75
ae8dfb0f-1be2-41b8-af64-600d2ffe79d1,38
b84551d6-56d1-4148-81e3-dc0386940ea6,75
f0c0480b-abb2-4ca5-aac7-9db6e1e8adc0,90
e06f71dd-1c21-4133-9d2d-e6955994be62,76
66399be6-344e-421c-bb8e-f738426c4de5,16
b87784f9-5758-4a84-bd13-f134159ae728,72
70fb9e56-f9a1-4578-9bc7-c8fbf1b48020,85
4b69efca-16cf-4b2e-86dd-8fd91d68f637,26
942ec2d4-ab2a-427f-8a6a-952637a45419,56
ad29f968-1637-4551-9239-cdb2c1c9b32c,88
9bc7a9c8-6141-4c96-b2d4-524a5bf2fbb7,91
977b36e2-8c2d-443f-a553-d2d90ad74ebe,75
d572ff94-d766-4556-8a50-27e07659d748,69
a3821ab4-f92a-4f3a-970f-5b74a5fd4c80,83
d13a827d-2650-4e6b-b63e-eb5bf44a8f9b,3
e869d56b-5bc5-479d-803f-f160c8bd95c1,34
82651a47-e514-4683-8c39-bd4e6d66cb2f,42
92ca72e7-a518-4262-bc0f-98f8592f4fd8,58
45c0c430-6eb7-4bc2-83e6-bed7beeb687a,68
6747e948-bb5d-403e-834c-75864d989ec3,34
a13ba681-4a4e-46a2-a70b-e19adc2dc989,60
b381aae9-4e15-4142-8a57-3206abf5f388,61
e04bfdfa-ec22-48f4-a3d0-e1dc66bd0ca1,40
caa63ff6-4805-4f51-b5b4-7df93f4611fd,55
3826280e-720f-414c-9936-101d88648a82,43
983fa799-1c6e-4c4c-9ee9-ca5593eed5a1,36
b4b6cc7f-a2df-48ef-ada6-31fc6061b322,5
d40982de-78d5-496c-86b4-4915f156201a,70
5599c692-2788-4560-a146-8152913766a6,74
5bc53eaf-d339-44e6-a7cb-74fc7f438aa5,47
f673816c-0231-44eb-ae7d-71743ee3fe69,62
e9c46ebd-9e54-44a1-9039-42c2861e76fb,45
0ba65f84-8a85-49f2-82a5-aa0b5dafadce,35
65566bef-1a44-4d39-a0cc-9a80032409e5,35
